tier,cgpa,leetcode_problems_solved,github_commits_last_year,hackathon_wins,past_internships,projects,communication_score,sector_demand_index,salary_lpa
2,7.13,21,296,0,1,3,60.4,1.18,13.0
2,8.88,84,482,0,1,2,61.8,1.02,14.77
3,6.33,147,77,0,0,3,67.6,1.16,10.57
1,8.2,19,428,0,2,1,45.0,0.88,18.05
3,7.37,58,19,2,1,2,33.4,1.16,13.99
3,7.85,6,393,1,4,1,84.3,0.91,14.5
3,7.77,32,97,0,0,1,64.5,1.11,6.74
3,7.52,54,225,0,2,1,94.6,0.93,10.72
2,9.87,295,261,1,3,4,100.0,0.93,26.4
3,6.8,81,762,0,0,3,89.9,0.93,12.0
3,6.55,8,249,0,0,2,88.3,1.04,7.29
2,7.39,47,165,2,2,2,78.4,0.96,17.33
3,9.06,6,655,0,0,3,52.3,1.09,11.68
3,7.55,169,283,0,3,5,59.8,1.0,13.49
3,7.41,229,43,1,0,3,80.8,1.02,16.56
3,6.83,304,236,1,0,3,77.5,0.97,12.55
3,6.92,33,38,0,1,0,98.8,1.0,12.1
2,8.78,38,227,0,0,5,69.8,1.05,14.0
3,7.43,44,93,1,0,4,73.3,0.89,10.41
3,7.81,70,260,0,2,1,49.8,1.08,14.04
1,6.66,63,361,1,0,4,52.9,0.92,17.83
1,8.43,337,915,2,0,3,88.7,1.0,30.45
2,8.97,90,133,0,2,5,62.5,0.99,13.27
3,6.39,166,234,1,1,3,77.5,0.94,11.24
3,6.42,70,51,1,1,3,72.4,1.02,10.47
2,6.49,313,331,1,2,5,52.2,1.03,22.8
3,8.74,6,124,0,2,2,66.3,0.96,10.03
2,6.35,1,140,0,0,4,92.2,0.98,8.97
3,7.09,1,110,0,1,4,54.1,1.07,11.28
3,6.32,103,127,0,0,2,79.5,1.22,7.32
3,9.53,257,317,1,4,0,60.6,0.92,21.11
2,6.86,75,951,0,0,2,80.0,1.09,12.25
2,9.5,635,174,0,0,2,56.3,1.08,22.48
2,7.47,65,101,0,2,1,56.7,1.08,16.86
1,6.91,10,46,0,0,5,83.1,0.86,14.56
3,8.46,164,6,0,1,2,86.7,0.98,10.04
3,7.45,85,618,0,1,3,58.6,1.04,8.39
3,9.19,50,186,0,0,1,88.9,1.04,6.67
3,7.24,57,60,1,2,3,79.2,1.02,15.58
3,6.96,308,79,0,2,1,80.2,0.94,13.6
3,6.95,187,674,2,0,5,49.7,1.05,15.28
3,8.99,20,469,1,3,4,83.8,0.92,18.97
3,7.8,115,653,0,0,6,85.2,0.92,10.02
2,6.62,98,428,0,0,2,82.2,1.09,12.62
2,5.78,132,86,0,4,1,34.3,0.79,12.43
2,7.75,166,137,1,1,1,85.1,0.98,13.83
3,6.37,38,461,0,2,1,84.0,1.12,9.14
3,5.38,137,112,0,3,7,57.1,0.87,13.19
2,8.81,110,528,1,2,3,64.8,1.03,20.14
3,6.02,50,164,0,3,4,62.2,1.06,11.89
3,5.36,96,240,1,3,3,71.2,0.88,14.32
2,7.34,253,15,0,1,2,79.7,1.12,17.71
2,7.14,185,158,0,2,0,74.9,1.05,14.61
3,6.45,5,503,2,0,4,81.2,0.95,9.69
3,7.76,57,777,0,0,1,55.1,1.04,7.92
3,7.14,16,594,1,1,1,82.7,0.88,10.51
3,10.0,248,457,1,0,2,74.6,1.08,18.08
3,7.27,49,49,1,3,1,100.0,1.0,15.9
3,5.97,152,195,0,1,1,70.5,0.93,6.52
3,7.86,24,2,1,1,4,72.3,0.91,11.26
3,7.96,131,352,0,1,4,74.2,0.93,13.54
2,7.1,103,349,1,4,5,63.7,0.99,23.1
2,5.5,8,134,0,3,6,96.8,0.96,18.02
1,9.36,11,54,1,0,3,61.5,1.03,21.95
3,5.99,97,63,1,0,3,69.6,0.89,8.49
3,8.56,11,336,1,2,5,69.4,1.01,17.1
3,8.98,71,673,0,1,1,81.9,1.05,11.86
2,7.13,142,336,0,1,9,97.8,1.08,20.53
2,8.56,70,188,0,1,4,85.7,1.01,13.24
1,8.66,173,29,1,1,3,68.3,1.2,32.94
2,6.21,193,309,2,0,2,79.8,0.88,15.09
3,9.27,54,395,0,0,2,53.4,0.94,6.98
2,7.9,273,433,1,2,3,58.8,1.0,20.02
2,5.0,32,191,0,0,4,41.0,0.96,8.36
3,7.74,225,267,0,1,8,79.7,0.85,13.37
2,6.83,111,288,0,1,3,87.2,1.16,15.42
3,8.04,95,45,1,4,1,77.7,1.01,16.9
3,6.73,39,682,1,0,2,90.0,1.09,12.78
2,6.74,350,387,0,1,4,42.3,1.01,18.64
3,6.26,61,329,2,1,5,66.4,0.91,13.5
3,7.77,57,111,1,2,1,89.3,1.3,20.65
3,8.12,342,28,0,1,5,50.2,0.93,13.59
2,7.5,7,234,0,0,3,71.9,1.12,12.99
3,7.15,48,95,0,2,2,59.8,1.05,11.25
2,7.62,208,218,0,1,5,100.0,0.97,15.2
2,8.77,138,179,1,0,2,76.8,0.93,13.5
2,6.25,717,695,0,3,3,66.2,1.15,31.02
3,5.9,405,192,0,1,4,89.5,1.04,14.03
2,6.06,315,184,2,2,3,58.7,0.97,21.19
2,5.53,32,3,1,1,3,45.1,1.05,12.51
3,6.28,337,245,1,0,1,75.9,0.96,11.75
2,8.87,270,872,2,2,3,59.4,0.87,19.35
1,5.46,553,67,0,1,1,66.7,0.85,20.51
2,7.2,21,83,1,0,4,75.2,0.95,15.46
2,8.3,3,464,0,1,4,48.2,1.09,13.53
2,7.51,12,319,0,0,1,55.2,1.04,7.75
2,8.55,261,164,0,2,3,73.9,0.86,16.66
3,6.8,168,73,1,1,1,80.7,0.9,11.21
2,6.91,100,171,1,2,3,94.9,1.06,19.57
2,7.03,196,665,0,1,3,63.4,0.92,11.83
3,8.16,129,82,0,1,3,49.9,1.15,13.54
2,10.0,506,881,0,3,4,65.2,1.0,25.97
3,7.49,141,479,0,1,5,84.2,1.07,14.72
2,7.22,39,290,1,0,5,74.5,0.91,12.17
2,6.34,9,67,1,1,2,81.7,0.93,14.83
1,9.59,282,476,1,0,4,62.1,1.0,25.72
2,7.04,68,353,0,0,3,47.1,0.97,9.21
2,6.76,30,232,0,2,1,47.4,1.2,14.92
2,7.25,73,93,1,1,5,84.0,1.24,23.18
1,9.69,27,147,0,2,6,50.3,0.93,19.09
2,6.83,105,228,2,1,3,72.6,1.0,18.42
2,7.47,75,611,0,3,4,51.2,0.94,16.19
2,5.0,65,271,1,4,4,56.0,0.74,13.37
2,8.68,37,78,0,0,2,71.3,0.93,7.93
3,7.16,86,556,0,2,2,84.2,0.87,9.16
3,8.59,8,1000,1,2,3,49.3,1.01,17.34
1,8.26,1,261,0,1,5,69.9,1.04,23.47
3,7.69,449,460,1,1,1,66.5,0.91,16.71
3,6.96,324,33,0,2,6,54.7,1.13,18.33
1,7.58,357,140,0,3,3,67.9,0.99,26.34
3,5.89,145,939,0,1,6,76.0,0.99,12.49
3,7.77,249,620,2,2,2,78.7,1.02,17.7
1,8.16,169,369,0,0,8,91.2,1.11,24.78
2,7.6,4,763,0,0,3,71.2,1.0,13.78
3,7.54,22,782,2,2,3,70.2,1.02,17.77
3,6.77,64,23,0,3,5,63.7,1.05,13.42
2,7.31,17,580,0,1,1,52.4,1.09,13.38
2,6.18,2,155,1,2,4,66.0,1.14,15.44
2,6.85,508,97,0,1,4,42.0,0.88,16.28
2,9.98,56,914,0,0,1,54.8,1.14,16.16
3,7.61,26,658,0,0,2,81.1,0.78,5.78
2,8.08,19,98,0,1,5,49.3,0.92,15.46
2,7.47,4,42,1,0,3,71.4,0.95,11.63
3,7.58,38,215,2,4,7,64.4,0.96,21.15
1,7.66,212,692,1,3,1,56.5,0.81,24.51
2,7.21,197,251,0,1,5,78.8,1.07,19.21
3,8.21,86,684,1,1,2,79.1,0.93,15.82
3,6.64,179,68,1,0,1,99.9,1.17,12.78
3,5.72,25,96,0,0,4,78.5,0.88,6.78
3,7.74,87,446,2,2,6,81.7,1.07,21.2
2,8.84,175,217,0,0,1,66.6,1.08,14.56
2,6.72,55,148,0,2,5,42.6,0.98,16.0
3,8.44,195,97,1,0,1,100.0,1.1,14.63
2,8.31,268,12,0,0,1,78.0,0.95,13.01
2,9.37,157,504,1,1,5,84.9,0.94,18.51
2,9.74,158,115,0,1,0,81.5,0.8,10.1
1,8.2,215,65,0,1,3,80.2,0.78,18.72
2,7.36,571,664,1,2,2,95.6,1.05,26.47
2,5.56,18,80,0,3,3,76.0,1.22,18.1
2,8.67,49,275,0,2,5,85.9,1.07,20.2
2,8.86,426,305,0,1,3,85.6,0.85,16.1
3,7.19,20,397,0,3,3,67.4,1.12,16.84
3,7.92,19,269,0,0,1,71.1,1.07,10.73
3,6.27,202,694,1,0,5,60.4,1.07,16.43
3,6.78,321,776,0,2,3,61.9,0.7,12.18
2,5.91,25,112,0,1,2,70.5,1.02,8.35
1,7.82,50,34,0,2,3,90.5,1.12,25.5
3,7.02,63,68,0,1,0,93.5,1.07,10.0
3,9.0,37,78,0,2,7,56.2,1.0,16.31
3,7.78,212,2174,1,1,4,57.2,0.89,16.28
2,7.92,81,149,1,1,1,72.3,1.0,16.12
2,7.51,517,531,0,2,1,84.9,1.01,22.13
2,9.4,114,16,0,0,3,84.1,0.91,13.44
2,9.24,170,272,0,1,6,65.8,1.09,19.87
3,7.29,88,566,1,2,3,77.4,0.93,10.98
3,7.86,28,467,1,0,2,77.7,0.97,10.64
2,9.2,182,76,0,1,2,56.7,0.95,12.26
3,6.09,2,52,0,1,3,78.8,0.89,7.24
3,7.86,23,1014,3,1,7,65.9,0.88,20.97
2,7.08,217,44,0,0,5,84.1,0.97,16.18
2,9.27,43,425,0,0,4,51.5,1.08,10.63
2,8.14,314,38,0,1,1,74.3,0.92,13.27
2,5.41,426,73,0,2,3,84.8,0.93,15.97
2,7.0,139,226,0,0,2,73.8,0.76,9.14
2,9.18,20,105,0,3,4,45.4,1.1,14.6
2,8.57,137,76,0,0,2,69.1,0.99,11.6
2,6.25,125,59,1,1,3,100.0,1.05,15.65
3,6.33,91,52,0,1,2,51.9,1.02,7.93
1,7.59,134,312,0,3,1,73.4,1.11,24.26
3,7.43,54,653,1,1,3,71.9,0.98,14.7
2,7.19,11,499,0,1,5,65.8,1.16,13.88
3,7.02,120,1253,1,0,2,73.2,1.14,11.3
2,6.79,165,190,3,0,2,99.5,0.97,21.33
2,10.0,101,169,2,1,3,80.7,1.25,25.69
3,7.06,68,116,0,2,3,53.9,1.0,11.77
3,6.71,167,149,0,1,5,80.6,0.87,8.5
3,8.11,112,255,0,1,4,77.7,1.03,12.32
2,7.38,491,178,0,1,3,65.7,1.08,21.34
2,6.39,26,302,1,1,2,42.2,0.97,10.97
3,7.2,88,608,1,0,7,68.2,0.96,12.71
3,7.43,120,67,1,2,3,72.4,1.06,16.61
3,8.02,122,173,1,1,4,87.4,0.89,11.56
3,7.88,191,26,0,0,2,71.7,0.94,7.32
2,6.28,67,176,0,2,1,50.3,1.21,14.75
3,8.23,88,18,2,0,3,87.8,0.9,12.6
2,8.57,319,400,2,4,4,63.7,0.97,25.95
2,6.21,89,124,0,1,4,62.9,1.03,15.28
2,6.57,266,129,0,0,3,84.6,0.79,11.07
3,7.29,34,156,0,1,3,60.0,1.13,9.19
2,7.76,123,170,0,1,5,69.2,0.85,12.93
2,7.81,161,39,0,1,1,73.5,1.02,13.87
3,7.45,38,222,1,3,1,90.2,1.09,14.02
2,5.78,56,530,0,0,4,61.0,0.99,10.04
3,8.71,277,745,1,2,1,72.5,0.91,18.37
2,6.31,66,461,0,3,4,57.3,0.98,18.56
2,9.12,137,936,1,1,3,68.5,1.17,20.63
3,8.9,183,1,1,1,5,45.8,1.05,14.43
1,6.16,65,253,0,1,2,69.0,0.88,18.09
2,7.92,28,0,0,0,6,74.9,0.85,11.4
2,9.13,584,153,0,2,4,68.7,0.83,19.77
1,8.21,35,855,1,1,3,53.8,0.98,24.84
3,5.46,274,378,2,2,4,78.6,0.85,14.69
2,7.46,309,688,1,1,3,69.0,1.03,21.41
3,8.5,178,73,3,1,1,23.2,1.11,21.52
2,9.52,71,460,1,2,3,89.3,1.02,22.31
3,7.34,160,177,0,1,2,76.8,1.1,9.93
3,5.5,157,562,0,1,3,74.1,1.09,9.78
3,10.0,314,157,0,1,3,53.1,1.11,16.99
2,7.35,59,467,0,0,2,76.0,0.91,9.94
2,9.23,208,315,0,0,3,81.8,1.08,18.93
2,7.19,659,139,0,1,3,81.7,0.82,19.63
3,8.16,96,316,1,1,3,84.7,1.29,13.09
3,6.68,79,83,1,1,6,74.6,0.97,13.1
3,6.7,37,49,0,1,6,74.2,0.84,8.51
2,9.67,28,21,0,1,2,81.9,1.01,13.73
3,8.63,454,821,2,1,0,76.5,1.15,27.56
3,7.47,71,458,0,2,3,47.2,1.16,12.35
2,8.62,248,171,0,2,4,90.6,1.05,23.72
1,6.69,46,1,0,1,4,74.8,1.23,25.02
3,7.5,113,281,0,1,4,74.0,1.15,13.78
3,7.62,68,49,0,1,3,70.7,0.93,10.0
3,6.59,121,56,0,0,5,76.6,1.19,12.38
2,6.43,262,90,0,2,2,54.4,1.1,15.09
3,5.23,42,694,0,0,3,63.0,0.86,5.33
2,6.34,65,620,1,1,2,100.0,1.18,18.11
2,9.69,164,57,0,2,3,56.4,1.14,19.05
2,5.37,246,24,1,1,3,94.3,0.94,16.8
3,7.46,34,204,0,0,4,67.2,0.98,6.19
3,7.68,21,115,1,3,8,100.0,1.07,21.39
3,7.2,14,967,0,2,4,66.6,0.98,12.82
2,8.55,115,36,2,1,4,89.9,1.05,20.69
3,7.17,61,86,1,0,3,85.3,1.1,11.26
2,8.64,1,72,1,1,5,64.5,1.11,18.26
3,8.16,576,344,0,1,3,63.8,0.94,15.09
2,5.88,162,20,0,3,2,70.3,1.04,16.9
2,8.89,26,115,0,0,1,99.7,1.14,15.26
2,7.12,18,30,0,2,2,83.3,1.07,12.47
2,5.35,487,526,0,2,2,84.8,1.02,20.01
3,8.07,189,252,1,0,3,55.3,0.97,14.05
3,7.16,175,318,1,1,4,61.4,1.01,17.47
2,9.45,115,144,0,0,4,71.9,0.94,11.67
3,8.81,562,445,0,3,2,46.9,1.1,25.16
2,6.42,27,253,1,2,1,50.5,1.05,14.53
3,8.64,396,51,0,2,1,84.3,0.97,17.87
3,6.66,42,329,1,1,4,79.2,0.98,11.85
3,5.51,205,314,0,0,2,79.6,1.13,10.5
2,6.76,228,143,0,1,2,50.6,0.99,11.81
3,5.91,32,93,1,0,6,59.4,0.91,8.52
3,7.48,165,323,0,1,3,89.8,0.92,11.4
2,9.82,105,202,0,0,3,66.0,1.04,14.71
2,7.59,47,184,1,1,3,73.8,1.1,15.43
3,8.05,180,224,0,0,3,98.7,1.11,13.03
3,6.3,77,850,1,1,1,60.6,1.05,12.06
3,6.85,15,354,0,0,1,95.7,0.98,6.54
3,8.15,113,248,1,1,3,62.7,0.97,14.23
3,7.42,209,323,2,0,2,72.7,1.08,14.51
2,6.64,178,330,1,1,4,93.9,0.94,17.26
2,8.7,30,76,2,0,3,44.0,1.09,16.94
2,7.67,179,222,0,0,1,56.8,1.14,13.61
3,9.97,109,588,0,0,0,69.0,1.01,11.88
1,8.29,45,24,0,3,2,77.3,1.14,26.01
3,6.14,19,386,0,2,3,53.5,1.07,12.28
3,7.64,230,137,0,0,4,80.7,1.01,13.31
3,6.06,5,260,1,0,0,71.8,1.1,6.4
2,9.91,87,522,0,2,5,55.8,0.87,13.87
3,6.31,80,221,0,3,2,87.6,0.95,14.74
2,8.84,55,95,0,1,9,77.4,1.14,19.1
3,8.65,66,412,0,0,2,100.0,0.94,7.65
2,6.68,515,352,1,2,6,51.1,1.1,28.13
2,7.89,180,42,0,1,1,53.2,1.1,15.55
3,7.81,68,164,2,1,5,76.0,0.9,15.01
2,8.5,374,300,0,1,2,92.6,1.17,23.41
2,7.71,43,248,0,0,2,100.0,0.84,9.5
3,6.7,229,430,0,0,5,80.5,0.94,10.3
3,8.17,51,625,1,1,1,90.4,0.99,11.07
3,8.18,102,106,0,1,3,51.1,0.93,8.19
3,6.38,359,477,0,4,1,70.0,0.94,18.07
3,5.0,345,116,2,1,3,92.7,1.06,22.0
2,8.21,184,743,0,1,2,53.7,0.98,11.46
2,7.95,26,14,0,0,2,81.4,1.01,9.01
2,8.02,98,198,0,2,4,72.9,1.11,18.81
3,9.08,80,347,1,0,1,79.6,0.72,9.31
3,8.55,407,377,1,0,5,84.0,0.95,17.03
2,9.05,199,69,1,3,2,100.0,1.03,24.68
2,8.44,286,176,1,1,2,53.4,0.91,17.47
3,7.67,265,300,0,1,4,100.0,0.86,12.48
2,6.02,150,295,1,0,6,62.8,0.88,13.22
3,9.35,318,128,0,0,3,78.4,0.97,13.57
3,7.25,86,759,0,0,3,81.3,0.98,9.48
3,6.77,206,40,0,0,0,74.4,0.93,6.08
1,8.26,27,331,0,2,2,79.1,1.15,25.76
3,5.3,11,236,0,1,2,76.8,0.77,4.19
3,6.61,97,36,1,0,2,51.7,0.95,8.06
3,6.74,271,19,0,3,3,81.1,1.0,14.74
3,6.71,181,539,0,1,3,68.8,1.06,13.17
3,9.82,252,170,1,0,2,59.9,1.2,18.63
3,7.4,20,20,0,0,2,49.6,0.79,4.53
2,6.73,40,788,0,1,2,80.3,1.09,12.26
3,7.44,212,844,0,2,5,75.8,0.86,14.12
3,8.52,615,138,1,1,4,64.2,1.04,20.41
2,5.21,197,507,0,2,3,80.0,1.04,15.88
3,7.64,117,191,1,2,2,74.4,0.92,14.88
3,6.96,313,462,0,2,4,32.5,0.97,12.66
3,7.82,151,291,0,0,2,47.3,0.97,8.74
2,6.12,130,312,1,0,2,79.6,0.96,14.49
2,7.28,194,269,0,1,4,50.8,1.09,17.22
3,7.34,230,269,0,0,2,85.6,1.07,11.67
3,5.98,0,108,0,0,1,54.4,1.12,5.44
2,9.74,338,310,0,1,4,85.2,1.01,18.14
3,8.0,223,616,0,2,4,70.0,1.14,15.48
3,8.61,361,75,0,1,2,67.0,1.06,16.1
3,7.08,12,47,0,2,4,73.1,1.1,11.82
3,7.76,64,685,0,1,7,54.9,0.89,12.57
2,6.06,54,52,2,2,7,64.9,0.9,16.57
1,6.73,607,1169,1,0,4,82.9,0.95,31.85
2,6.42,56,292,1,1,3,66.1,1.0,13.53
3,7.86,58,223,0,1,3,65.1,1.11,8.84
1,9.55,288,366,0,1,2,60.9,0.77,17.94
2,8.58,23,97,0,0,3,63.9,1.06,11.11
2,9.67,26,609,0,1,1,60.7,1.11,14.67
3,8.45,12,536,0,2,3,94.4,1.08,16.64
3,8.0,157,86,1,1,2,77.5,1.05,13.69
2,6.39,189,72,0,1,3,62.7,1.01,11.1
2,7.89,97,62,0,1,4,57.6,0.92,10.96
3,6.93,18,63,1,1,3,58.9,1.05,8.92
2,8.5,258,31,1,1,2,82.1,0.87,17.52
2,5.87,192,176,0,0,2,87.1,1.03,11.9
2,7.37,25,15,0,2,1,62.2,0.98,11.58
2,7.52,319,7,2,0,1,89.3,0.85,18.27
2,9.64,26,13,0,0,2,88.2,1.12,11.99
2,6.27,276,75,0,0,3,98.7,0.8,11.84
2,8.9,20,141,0,2,6,33.7,0.91,11.69
3,8.49,21,845,0,0,3,94.0,1.14,11.37
2,7.19,164,31,0,0,2,63.6,0.85,9.63
3,7.99,51,99,0,0,5,56.3,1.13,10.87
3,7.2,284,151,1,3,5,70.8,1.16,23.72
1,7.52,142,41,1,1,3,78.2,0.93,21.81
3,8.4,5,156,0,2,1,61.3,0.99,10.81
2,10.0,141,164,1,2,5,64.9,0.97,19.92
3,8.66,117,710,0,2,5,64.9,0.91,12.52
2,7.8,268,475,0,2,4,52.8,0.96,21.01
2,9.21,109,140,1,1,1,80.7,0.75,12.21
1,5.8,153,127,1,2,1,58.4,1.0,21.62
3,7.01,156,321,0,1,2,56.2,1.08,10.83
3,7.58,62,14,1,2,2,73.8,0.95,16.1
3,6.25,415,187,0,1,1,63.5,0.88,12.62
1,6.85,163,236,2,1,2,63.5,1.09,27.03
3,5.51,499,597,1,1,2,72.2,0.9,16.77
2,5.97,203,406,1,3,1,69.6,1.02,19.08
3,7.21,256,35,2,2,1,91.1,0.86,17.2
2,6.37,324,0,1,4,4,56.2,0.97,23.46
2,8.0,92,163,0,1,3,61.5,1.23,16.46
1,7.82,41,4,0,1,2,67.9,0.96,17.51
2,7.93,67,358,0,1,2,60.0,0.97,13.23
3,6.89,162,146,0,3,5,56.0,1.12,15.62
1,8.8,288,617,0,2,4,65.9,0.99,29.11
3,8.1,30,1035,0,0,2,79.4,1.06,11.49
2,7.77,213,60,2,0,1,66.4,1.08,17.52
3,7.78,318,231,0,1,1,72.8,0.86,9.45
2,7.25,53,751,1,0,1,63.6,1.18,13.89
2,9.08,239,172,0,0,4,52.8,1.1,17.74
3,8.87,110,2,1,1,2,56.9,0.94,9.76
2,7.06,226,119,1,0,2,39.6,0.93,11.21
2,7.7,161,87,0,2,5,68.8,0.94,19.29
3,7.02,143,49,0,3,3,79.1,1.06,17.4
3,10.0,139,168,0,1,3,85.0,0.91,15.83
2,7.19,10,657,0,3,3,76.4,1.04,18.34
2,8.93,5,326,0,0,3,52.2,0.86,8.19
3,10.0,212,406,1,1,2,79.9,1.1,18.4
2,7.88,166,287,2,0,7,56.1,1.08,23.08
1,5.41,91,201,0,1,4,90.6,1.1,21.27
2,9.31,249,1052,0,1,3,75.7,0.91,16.77
3,6.89,29,121,0,2,5,57.7,1.15,11.6
3,6.68,144,2,2,2,2,81.5,1.03,18.37
1,9.64,64,433,1,0,3,84.1,0.88,22.4
2,5.94,5,231,0,2,1,54.1,1.05,10.61
2,9.22,56,708,1,1,4,70.7,1.19,22.91
3,7.23,216,528,0,2,2,88.8,0.81,11.73
1,5.28,33,344,1,4,3,70.3,1.08,30.31
2,8.56,25,97,0,1,4,42.2,0.8,9.8
3,5.0,383,29,1,0,4,68.1,0.96,11.74
2,7.44,227,194,0,3,3,69.5,0.97,16.13
3,5.54,23,764,0,1,4,68.6,1.03,6.82
2,7.11,316,519,0,1,5,52.7,0.94,18.56
1,8.34,110,843,0,1,4,73.2,1.19,28.73
2,8.01,163,44,2,2,4,43.9,0.88,17.41
3,7.75,44,179,1,0,3,76.2,0.83,10.08
3,8.71,106,344,2,2,0,68.2,1.01,17.63
3,7.5,87,1234,1,1,4,87.6,1.22,22.12
2,7.24,19,403,1,1,6,24.9,0.88,13.77
3,7.84,197,325,0,2,4,83.1,0.96,13.62
2,6.71,38,128,1,1,0,56.5,1.03,12.37
2,8.54,20,43,1,0,1,48.4,1.02,9.97
3,7.58,102,657,0,1,7,73.2,1.03,11.34
1,8.36,81,675,1,0,3,71.1,1.03,22.48
1,7.29,25,35,0,2,3,56.0,0.92,19.46
2,8.1,130,13,0,0,4,79.6,1.0,14.55
1,8.3,38,84,0,3,3,60.5,1.06,26.98
2,5.08,105,107,0,0,2,65.0,0.92,5.01
3,5.75,13,702,0,2,4,65.8,1.12,10.77
2,6.83,230,207,0,0,3,66.2,0.99,14.57
3,7.34,130,83,4,1,3,75.6,0.88,19.61
3,9.03,181,327,0,0,0,56.8,0.95,8.46
2,8.04,28,510,0,1,5,79.6,0.99,15.66
2,8.13,10,17,0,0,5,84.2,1.13,13.6
2,9.35,27,293,0,1,1,79.5,0.96,13.96
3,9.15,10,572,1,1,4,100.0,1.0,13.94
2,6.29,114,632,2,1,3,71.1,1.06,19.26
3,8.98,143,37,0,0,0,45.6,0.97,5.37
2,7.63,33,63,0,0,8,97.3,1.0,14.07
3,6.88,44,138,0,1,0,64.9,1.16,10.87
2,7.15,153,125,1,1,1,55.0,0.97,14.34
2,6.75,70,520,0,0,1,78.9,0.99,12.95
3,7.67,40,121,0,2,3,82.7,1.17,15.23
3,7.4,150,198,1,2,3,55.4,0.9,13.57
2,8.98,47,101,0,1,1,100.0,1.05,15.41
3,9.82,90,113,1,0,3,86.2,0.87,12.41
2,7.01,146,378,1,2,2,68.6,1.06,20.34
3,5.95,855,201,0,1,3,63.8,1.05,20.11
3,8.3,864,50,0,4,9,79.6,1.0,29.12
2,8.63,103,450,0,1,0,78.8,1.09,17.22
1,7.96,95,120,0,1,2,70.7,0.95,17.86
2,5.65,6,193,0,4,2,91.2,1.01,16.56
3,6.55,215,170,0,0,4,64.6,0.99,7.21
3,7.68,163,271,0,0,5,90.5,1.0,9.44
2,6.76,101,131,0,3,3,95.4,1.0,15.72
2,6.3,577,432,1,1,5,60.4,1.12,28.01
3,10.0,65,613,0,1,3,89.3,1.0,15.05
3,6.3,5,72,0,4,2,76.6,0.91,12.7
3,8.95,39,136,0,3,3,67.3,1.09,17.81
2,8.0,260,169,0,3,3,71.1,1.08,24.21
2,8.23,38,302,0,1,1,49.4,1.06,11.9
1,8.87,7,260,2,1,1,78.3,0.95,22.97
3,6.67,200,204,0,1,3,77.4,1.19,13.79
2,7.14,44,235,1,1,3,69.0,0.96,16.59
3,8.07,17,49,0,0,3,100.0,1.04,10.69
2,5.28,177,682,0,3,4,48.0,0.96,15.83
3,9.48,12,71,0,0,1,52.0,0.96,4.95
3,7.64,16,167,0,2,0,90.0,0.89,11.13
3,6.37,336,56,0,1,6,63.1,1.03,15.83
2,8.81,276,598,1,0,2,94.0,1.07,21.96
1,7.61,84,703,0,2,4,97.7,1.04,25.17
2,6.63,61,17,1,1,1,82.3,0.96,12.52
3,8.63,134,286,1,1,3,47.4,1.11,13.71
3,5.0,55,286,0,0,0,63.9,1.1,5.38
3,8.0,149,64,1,1,1,51.8,1.05,10.38
3,9.07,158,596,0,0,2,73.2,0.95,12.02
3,6.5,492,159,1,1,2,63.1,0.95,16.01
2,5.96,235,413,1,0,5,69.6,1.06,18.24
3,8.01,53,340,1,1,3,64.7,0.85,9.48
2,6.69,69,135,0,1,2,85.0,1.1,10.43
2,10.0,129,882,1,3,2,87.2,0.93,22.02
3,6.86,215,261,1,0,6,97.8,0.96,14.66
1,7.27,529,628,0,0,3,67.3,1.16,28.91
2,8.13,21,477,1,0,3,51.3,1.03,11.82
3,5.32,283,502,1,2,3,90.8,0.92,15.1
1,7.57,64,433,0,1,5,55.4,0.88,19.44
3,8.84,72,54,0,0,4,71.5,1.04,7.92
2,7.4,417,14,1,0,1,80.8,1.11,21.45
2,6.12,29,490,1,1,4,63.0,0.96,15.59
2,6.98,54,157,0,1,4,67.8,1.07,12.39
2,5.2,50,174,0,3,5,100.0,1.01,18.16
3,7.15,20,25,0,2,5,65.5,1.11,13.38
2,8.83,17,440,0,0,6,57.1,0.82,11.63
3,6.75,410,94,1,2,2,56.8,1.13,21.66
2,8.34,20,79,1,0,6,94.4,0.89,15.04
3,5.72,697,250,0,2,4,51.3,1.11,20.23
3,9.76,30,781,0,3,0,82.6,1.07,15.32
3,8.86,349,128,0,1,1,50.6,1.22,18.31
2,6.91,48,267,1,0,3,76.1,0.92,16.08
1,5.91,45,15,2,0,4,87.5,1.03,24.64
2,6.89,182,52,0,0,2,94.0,0.9,10.13
3,7.84,166,287,0,4,4,65.5,0.88,15.19
1,8.8,124,1157,0,2,5,74.6,1.0,27.07
2,5.0,166,193,0,1,0,89.7,0.89,11.17
3,8.95,236,4,1,0,2,59.2,1.06,13.65
2,7.81,138,135,2,3,2,83.1,0.98,22.6
3,6.1,412,266,0,1,5,81.2,0.96,15.65
2,5.0,368,271,1,1,2,64.9,0.97,18.86
1,7.66,147,286,0,0,4,70.5,0.88,17.74
3,7.76,72,532,0,2,7,54.6,0.91,13.89
2,6.76,57,63,0,0,3,83.0,0.75,6.65
3,8.59,60,219,0,0,6,53.6,0.83,7.17
2,9.94,538,48,0,1,3,41.0,0.9,17.55
2,7.02,28,96,0,0,7,87.5,0.91,14.77
3,6.6,538,430,0,0,4,65.0,0.99,12.63
3,9.56,63,251,1,2,0,58.5,1.2,16.51
