cgpa,internships,tier,sector_demand_index,coding_score,communication_score,starting_salary_lpa
9.51,2,1,1.18,46.7,70.4,15.19
7.49,4,3,1.37,70.8,66.0,8.7
8.3,2,2,0.71,76.7,59.4,12.25
6.19,3,2,1.36,62.0,64.5,8.51
7.04,1,2,1.04,70.6,60.9,8.34
8.33,3,3,1.01,71.3,50.1,5.79
8.52,1,1,0.89,83.5,47.5,15.91
7.15,3,2,0.93,67.3,100.0,9.01
7.41,0,2,0.85,51.2,74.4,4.35
5.68,0,2,0.81,61.3,81.2,4.55
7.07,1,3,1.09,64.8,74.1,5.59
8.57,2,1,1.22,58.0,85.9,16.01
8.19,1,2,0.79,72.8,73.6,10.91
8.1,0,3,0.86,72.1,33.4,6.93
7.56,2,2,1.05,71.3,52.4,11.29
7.51,0,2,0.78,56.5,68.5,8.83
6.71,3,2,1.05,71.9,68.1,13.15
8.34,2,3,0.95,89.3,67.0,9.0
8.01,2,3,0.67,74.4,48.3,7.49
8.09,1,2,1.09,86.1,56.6,12.15
6.87,0,3,0.89,71.6,68.7,3.44
5.0,0,3,1.21,60.4,65.5,5.11
8.82,1,3,0.96,82.9,76.6,7.7
6.93,2,1,0.86,48.9,48.9,15.47
6.46,4,1,0.99,61.6,72.3,18.08
8.33,3,3,1.25,67.9,56.4,7.5
7.03,3,3,1.37,79.8,59.7,6.07
8.77,2,3,1.12,89.1,64.2,10.54
8.24,1,2,0.88,82.7,39.0,8.0
8.32,0,1,1.01,81.2,66.9,15.01
5.86,2,3,0.98,83.0,83.9,5.7
8.95,0,3,0.97,85.1,46.8,5.58
7.81,4,2,0.95,52.9,92.9,12.74
7.06,2,1,0.81,100.0,55.3,16.86
7.67,0,2,1.2,86.6,73.8,8.07
5.37,0,3,1.17,67.3,45.2,2.5
7.99,1,3,1.0,75.6,97.4,8.82
6.26,1,3,1.25,50.3,49.1,3.28
5.88,2,3,1.12,66.1,68.1,6.33
5.67,0,2,0.78,64.9,57.0,6.07
8.84,0,3,0.93,63.6,64.3,4.94
6.74,1,3,1.3,82.2,66.7,7.49
9.34,2,3,0.93,71.6,60.1,6.38
6.86,1,3,0.86,52.1,54.8,4.71
5.45,3,2,1.14,52.4,64.3,8.95
6.16,1,3,0.94,40.5,64.0,5.9
8.98,1,3,1.11,83.2,69.9,7.82
7.31,3,3,0.99,66.6,72.3,5.9
6.84,2,2,0.84,81.3,77.2,10.92
7.69,2,3,0.86,100.0,73.4,7.34
8.1,1,2,0.66,56.5,67.0,7.08
8.84,3,2,0.78,74.9,61.2,10.13
9.24,2,2,1.13,91.6,42.0,10.2
7.07,2,3,1.24,62.7,67.3,8.48
5.91,2,2,0.88,64.9,81.4,9.77
7.0,1,1,0.73,78.0,53.5,12.64
7.81,2,3,1.23,100.0,55.0,10.5
6.34,1,3,1.23,79.5,84.6,8.58
6.35,0,3,1.14,57.4,89.5,5.8
7.91,2,2,0.71,59.2,52.5,5.1
7.44,1,3,1.1,62.7,100.0,5.87
7.54,4,1,1.11,42.7,71.3,15.97
6.59,2,2,1.18,67.6,78.9,11.98
7.22,1,2,1.03,70.1,59.7,10.27
6.39,0,3,0.85,70.7,68.9,3.36
8.57,0,2,0.92,48.3,71.4,4.88
8.74,2,1,1.24,75.2,51.5,15.52
5.28,1,2,1.08,55.2,89.8,7.96
6.38,1,2,0.74,66.4,64.4,5.83
5.7,2,3,1.34,58.9,57.5,3.95
6.72,0,3,1.23,87.3,47.6,8.29
7.4,4,2,1.33,59.7,73.4,10.45
5.76,1,2,1.23,90.2,68.8,8.57
6.39,0,2,0.81,72.0,50.4,11.05
6.3,2,3,1.07,76.3,67.1,6.21
7.75,0,1,1.12,71.2,72.3,12.82
7.58,0,2,0.73,57.2,59.1,5.83
6.63,0,3,0.77,76.1,70.6,5.63
7.71,0,2,1.15,63.6,65.1,6.94
6.84,4,1,1.16,74.8,61.7,16.66
7.17,2,2,1.47,79.1,50.6,9.11
9.51,4,2,0.95,98.6,68.0,18.22
9.11,1,3,0.66,77.1,33.9,7.39
5.94,2,3,0.97,84.3,86.6,6.14
8.5,1,2,1.17,79.9,82.8,10.16
8.47,0,2,0.93,66.6,49.6,8.76
6.12,1,3,1.02,80.2,43.4,6.75
8.48,2,3,0.87,68.1,82.5,5.36
9.35,2,2,1.24,63.8,62.5,7.9
6.15,2,3,1.15,53.7,65.9,6.22
6.4,1,1,0.84,79.8,65.4,13.49
8.72,1,3,0.9,61.5,45.3,4.42
7.83,2,3,0.86,79.4,76.8,8.1
8.16,0,3,0.63,70.1,71.7,6.76
7.91,0,2,0.85,65.7,65.3,7.35
7.97,1,2,0.65,57.0,31.0,4.28
5.91,2,3,1.19,89.5,72.6,6.7
8.76,3,3,1.2,64.1,70.7,6.64
8.9,2,3,0.94,93.8,63.6,9.54
7.22,1,1,1.04,57.7,79.5,17.48
7.45,2,3,1.21,92.6,81.9,9.28
5.66,1,3,1.16,71.3,70.0,6.19
8.12,3,2,1.4,82.9,42.3,11.44
8.19,1,2,1.05,50.5,46.0,9.29
7.43,0,2,1.29,50.4,54.5,5.57
8.85,1,3,1.02,73.9,61.3,6.75
7.1,0,3,0.98,54.8,77.6,6.18
8.18,3,3,1.14,89.9,69.9,7.89
6.28,1,2,1.11,75.5,62.5,5.95
7.47,2,3,0.88,60.3,74.4,5.93
7.29,1,3,0.84,56.2,53.4,6.74
7.77,4,2,1.01,65.7,74.4,11.47
7.06,0,1,0.62,61.5,68.4,12.32
7.34,0,2,0.94,77.4,72.8,9.84
8.49,2,3,0.8,68.8,77.7,8.42
6.98,1,2,0.88,87.5,64.3,7.95
5.57,2,2,0.84,79.5,35.1,7.62
9.6,1,2,1.15,57.0,55.1,7.13
9.16,1,3,1.09,63.6,76.7,7.32
5.95,0,2,1.01,57.0,56.5,7.02
8.33,2,2,0.92,57.0,55.0,5.1
6.9,1,2,1.21,43.1,65.9,5.56
7.82,0,2,1.18,84.1,81.4,11.97
7.85,2,2,0.98,89.4,71.9,10.26
7.22,2,3,1.27,55.2,91.1,9.84
6.56,1,3,0.96,53.7,71.0,3.08
6.67,1,3,1.04,78.4,70.4,5.52
6.4,2,3,0.89,57.7,61.5,5.88
6.5,1,2,0.92,89.1,41.7,7.75
7.42,1,3,0.87,59.2,67.2,7.41
6.64,2,2,1.14,37.9,65.6,7.28
8.32,0,2,1.08,68.0,75.0,9.6
9.28,3,3,0.79,61.1,69.6,6.52
6.8,2,3,1.11,72.2,69.0,7.27
7.79,1,3,1.36,64.8,82.0,6.53
8.1,3,3,0.87,78.6,61.1,6.73
8.07,5,3,0.86,76.3,77.6,10.9
7.59,1,3,1.0,74.9,84.3,9.12
8.39,1,3,1.28,72.9,56.7,5.55
8.08,2,3,0.91,70.0,58.9,7.56
6.01,2,2,1.37,49.0,53.5,6.91
8.54,0,2,0.79,75.8,44.6,8.07
8.56,0,3,1.04,81.0,92.7,8.68
6.58,4,2,0.66,75.2,100.0,13.6
7.55,1,2,0.81,67.0,68.2,10.32
8.32,0,2,0.96,78.9,60.0,7.32
7.25,0,2,1.05,73.5,91.1,6.84
8.79,2,3,1.25,80.7,74.0,5.59
10.0,2,3,0.86,68.7,53.7,8.6
6.56,3,3,1.08,48.6,51.8,4.89
5.84,1,3,0.73,67.3,77.3,6.9
7.86,2,3,1.2,55.8,70.7,5.17
8.37,2,3,1.26,63.0,81.8,8.55
7.22,2,3,1.21,71.3,75.6,4.73
9.24,0,2,1.21,84.9,46.7,9.48
5.89,1,2,0.98,80.0,53.4,8.45
8.33,2,2,1.06,73.1,51.8,7.84
6.77,0,3,0.98,88.7,68.3,6.26
9.56,0,3,0.99,70.7,63.2,9.39
9.89,3,3,0.85,73.0,58.2,9.78
6.58,2,3,1.06,64.3,60.3,10.43
6.84,2,1,1.08,54.0,75.1,14.93
8.53,1,1,1.2,78.4,62.3,16.38
7.04,1,3,1.08,46.5,54.8,3.61
7.45,0,2,1.18,56.0,45.4,6.7
7.53,3,3,0.85,72.7,51.5,5.88
5.2,1,3,1.28,57.3,81.0,6.55
7.48,0,3,0.95,70.3,55.0,3.72
6.67,3,2,0.59,72.2,92.2,12.74
6.91,1,3,0.92,61.6,74.4,3.63
9.23,2,3,1.12,70.8,52.8,6.91
5.99,1,3,1.02,70.6,55.8,4.67
8.48,0,3,0.61,52.9,33.4,2.5
7.17,2,3,1.04,78.2,58.4,7.26
7.16,0,2,1.03,39.5,94.2,6.39
8.45,1,3,0.81,98.2,89.5,10.69
7.91,1,3,1.11,78.0,89.1,6.5
8.18,1,2,0.97,85.3,74.1,10.64
8.66,1,2,0.61,79.9,62.3,9.27
7.1,1,2,1.14,69.4,66.5,8.17
6.77,0,3,1.03,58.4,73.2,4.8
6.2,5,2,1.3,69.6,64.8,12.33
6.51,0,1,0.83,82.5,53.2,10.65
10.0,0,3,0.95,57.7,63.9,5.93
8.99,3,3,1.21,72.4,44.7,6.54
5.88,1,2,0.82,42.8,73.9,5.46
5.91,3,2,1.21,57.9,51.4,8.67
8.08,2,2,1.21,57.1,73.5,11.17
8.16,2,2,1.06,95.2,48.8,12.72
8.16,1,2,0.97,49.9,62.5,6.94
7.19,2,3,0.87,76.0,69.1,2.82
7.35,0,3,0.86,93.9,62.5,6.36
7.89,1,3,1.06,85.1,74.6,4.71
7.6,0,2,0.5,92.8,71.7,9.5
5.0,1,3,0.89,95.0,58.7,4.48
7.22,0,3,0.86,70.8,56.2,5.36
6.48,1,1,0.8,77.1,55.1,12.76
7.71,1,1,1.04,72.9,52.9,12.66
10.0,3,3,0.71,77.2,96.5,8.23
7.94,0,3,1.24,76.3,55.5,6.13
7.12,0,2,1.18,95.8,81.4,7.7
8.61,2,3,1.27,74.4,67.5,8.74
8.08,1,3,0.89,55.7,59.7,8.1
8.0,4,3,1.04,78.9,67.9,11.83
8.23,0,2,1.16,81.0,68.8,6.56
9.97,1,3,0.97,57.7,38.6,3.75
6.14,2,1,0.89,57.1,63.8,14.69
8.07,4,3,1.02,84.3,65.1,7.9
6.39,3,3,0.96,62.0,60.1,7.47
8.17,1,2,0.79,63.8,33.2,5.03
6.4,1,3,0.52,63.1,60.0,4.73
7.0,2,1,0.82,73.7,89.2,17.35
7.15,0,3,0.53,86.5,73.3,3.51
8.67,1,2,0.83,80.0,49.2,8.94
8.6,0,3,1.28,63.1,78.4,6.07
6.01,1,1,0.63,90.1,48.4,15.18
7.57,0,3,1.09,83.0,69.0,5.18
6.65,4,3,1.24,84.9,69.2,6.98
5.99,1,3,0.69,84.4,59.5,2.5
7.24,5,2,1.36,62.3,80.6,14.22
7.13,1,3,0.98,56.2,76.3,6.86
10.0,0,1,1.27,64.9,53.4,14.36
8.02,2,3,1.05,84.9,60.6,7.68
5.85,1,3,0.91,52.3,52.1,4.55
6.82,2,3,0.5,50.3,56.4,6.59
8.73,3,3,0.78,42.8,74.8,4.07
10.0,2,1,1.14,51.2,64.8,13.09
5.6,0,3,1.31,58.2,80.4,2.5
5.24,1,2,0.72,71.9,41.3,6.27
9.75,2,3,0.99,52.7,69.1,7.56
7.97,0,3,0.91,79.9,77.5,7.9
6.46,0,3,1.08,70.7,66.5,2.5
8.14,4,3,1.02,39.4,44.6,4.53
5.0,1,2,0.93,69.7,49.3,6.96
7.5,2,3,1.13,72.1,78.6,8.0
7.89,2,2,0.86,98.7,57.0,10.4
8.61,0,3,1.0,73.6,53.3,3.92
6.28,2,3,1.15,43.5,59.9,3.78
7.6,3,1,0.85,73.4,61.2,16.01
6.39,2,2,0.93,72.6,82.8,6.95
7.81,2,1,0.89,79.1,38.8,13.82
6.43,0,3,1.09,100.0,73.6,4.57
7.01,0,2,1.07,62.0,86.9,8.78
6.31,3,3,0.9,60.2,79.2,5.63
8.28,1,3,1.07,77.0,99.9,6.25
8.53,1,2,0.5,97.4,58.1,9.3
7.22,1,2,1.17,80.1,78.4,10.73
7.55,2,3,1.18,64.9,63.7,6.66
5.76,3,2,0.9,84.8,57.2,11.41
7.14,2,3,0.86,96.9,31.7,8.37
7.44,1,2,0.99,58.5,58.0,6.6
10.0,0,2,0.82,55.0,81.0,8.86
6.17,0,3,0.85,70.8,39.3,5.44
9.26,1,2,1.06,74.5,96.5,10.21
8.7,2,3,1.16,90.8,71.1,9.23
7.84,2,3,1.06,63.0,48.4,4.75
9.61,2,2,1.5,76.0,68.4,10.86
7.95,0,2,1.25,93.4,75.3,9.39
7.97,3,2,1.15,73.4,57.7,11.31
7.44,2,2,1.14,64.1,55.6,8.18
8.97,3,3,1.02,78.6,94.6,10.27
8.82,1,3,1.1,65.0,59.9,6.92
6.75,2,2,1.04,75.1,62.8,8.02
5.92,1,2,1.21,67.2,84.9,8.03
7.26,2,2,0.94,67.8,63.9,9.79
6.54,1,1,0.93,64.0,76.5,16.92
7.42,2,3,1.24,61.4,57.9,4.35
8.98,0,3,0.91,84.9,54.5,7.17
6.95,0,2,0.81,72.8,70.7,9.54
7.45,2,2,0.85,89.1,50.3,9.93
7.57,0,3,1.15,36.2,71.1,2.62
8.52,0,1,1.5,62.2,51.2,13.36
5.0,2,3,0.82,58.9,71.0,3.71
6.77,1,2,1.13,66.2,83.5,8.1
7.75,5,3,1.03,54.5,35.1,8.13
8.94,1,3,1.23,45.9,58.8,5.36
6.91,1,2,1.13,80.1,35.6,7.97
5.25,0,3,1.24,61.1,60.6,2.5
8.24,1,3,1.06,78.3,70.0,6.19
6.74,1,1,0.83,52.3,59.9,14.0
6.07,4,2,0.86,45.5,32.9,5.46
6.75,0,3,1.04,73.6,78.5,3.64
7.28,1,3,1.09,79.5,43.1,5.18
6.77,0,3,0.92,60.8,77.5,4.06
5.0,1,3,1.4,54.7,53.8,4.88
8.58,1,3,1.19,88.7,51.9,3.52
9.03,0,3,0.58,69.1,65.2,5.67
8.28,0,3,0.98,55.0,81.0,7.54
6.13,0,2,0.79,47.5,94.3,7.2
7.26,2,3,1.38,59.7,58.8,3.85
7.49,1,1,0.56,64.1,45.5,17.3
8.22,1,2,1.08,81.4,70.2,8.95
8.3,2,3,1.02,69.7,44.9,2.9
6.62,4,2,1.16,68.0,76.2,12.22
7.6,2,1,1.06,56.3,71.7,13.83
8.05,0,1,1.41,90.7,85.3,19.16
9.25,1,3,1.18,84.6,80.8,9.55
8.35,1,3,0.63,83.5,67.1,10.23
8.45,4,3,1.28,69.1,65.5,7.51
7.6,0,3,1.04,76.0,51.7,7.08
9.19,1,2,1.28,31.4,51.4,5.81
7.99,1,2,0.94,73.0,64.4,9.45
6.47,2,1,0.79,98.8,48.8,16.0
9.18,1,2,0.75,61.3,61.0,10.83
8.34,5,2,1.21,55.2,57.9,12.49
6.97,2,2,1.16,67.9,73.9,8.78
6.92,0,1,0.88,57.1,64.7,14.41
7.86,1,3,0.5,56.1,79.9,5.44
8.06,2,3,1.22,74.0,60.5,8.33
7.74,1,3,0.59,82.4,47.5,6.68
7.87,1,3,1.43,74.1,73.2,6.82
9.54,1,1,0.71,52.8,63.1,12.56
8.79,0,3,1.0,60.0,60.9,5.59
7.73,0,2,1.05,74.8,58.7,6.92
8.63,0,3,1.07,79.9,64.8,4.54
6.26,3,3,1.06,66.9,60.9,8.04
7.98,0,3,1.03,56.6,72.8,4.21
9.67,1,3,0.91,81.6,76.1,5.37
7.24,2,3,0.96,97.2,59.4,7.91
6.48,1,3,0.87,86.9,95.0,7.06
6.72,1,2,1.02,99.8,56.4,9.29
6.19,1,3,0.65,60.7,65.3,4.69
6.56,1,2,1.06,85.5,40.7,6.49
7.06,1,3,0.98,89.3,63.4,6.17
5.81,2,2,1.17,62.7,61.9,9.7
7.52,2,2,0.94,57.6,64.3,10.0
8.58,1,3,1.12,55.6,79.7,6.04
6.41,1,1,1.11,68.6,90.2,15.92
9.32,2,3,0.97,47.4,81.6,7.38
8.11,1,2,1.07,95.3,63.5,9.65
8.74,2,3,0.73,50.7,68.0,8.35
6.71,1,3,1.27,76.3,87.8,5.86
8.53,3,3,0.89,36.1,50.0,6.42
6.19,2,2,0.96,100.0,76.8,8.13
8.57,1,1,0.79,88.7,51.7,16.11
7.71,2,3,0.85,46.1,82.1,5.25
8.16,4,2,1.33,74.6,63.0,11.06
6.09,0,2,1.03,66.4,51.8,5.99
6.43,3,3,0.94,72.3,55.1,3.58
8.22,1,2,0.94,79.5,57.5,6.72
6.36,3,2,1.0,58.0,79.3,10.78
8.06,0,2,1.14,69.2,85.1,9.09
5.86,0,2,1.04,42.9,59.0,7.6
8.52,1,3,1.04,71.2,51.9,4.14
6.02,4,1,0.82,39.1,95.4,16.78
8.16,2,3,0.94,89.6,77.3,9.28
8.25,3,2,1.03,48.0,53.4,10.8
6.66,2,2,0.99,74.4,70.4,9.22
8.2,4,3,0.92,82.4,58.8,9.38
7.81,5,1,0.9,98.0,45.7,17.35
6.85,2,3,1.09,96.6,60.3,7.36
6.29,1,3,1.09,90.9,44.4,5.03
5.14,2,1,1.2,69.8,57.8,12.01
7.92,2,3,1.04,86.7,59.2,7.94
5.62,1,2,0.58,74.1,56.9,8.88
7.61,3,2,1.47,75.4,78.7,13.27
7.18,2,2,1.0,60.7,71.1,7.77
8.31,3,3,0.92,96.1,55.4,8.99
7.14,0,2,0.99,58.0,69.8,6.97
7.1,1,3,0.92,53.9,84.6,7.91
8.38,1,3,0.84,76.1,52.6,9.05
7.9,1,1,1.12,43.1,45.3,10.76
7.88,1,2,0.97,71.8,48.7,9.01
8.06,0,3,0.98,94.5,70.6,7.78
5.66,1,3,0.5,76.2,87.3,5.31
8.41,3,2,0.95,70.5,77.7,9.19
8.23,4,3,0.78,57.4,84.3,9.71
6.28,1,2,0.9,47.5,32.0,7.56
7.21,0,3,1.05,83.0,52.5,4.53
7.45,1,3,0.88,70.4,48.2,7.29
7.34,0,3,0.9,79.4,73.4,5.91
7.9,1,3,1.02,37.1,62.0,6.68
9.22,2,3,0.9,81.0,20.0,8.92
8.8,3,3,0.79,99.8,76.4,10.0
5.93,2,3,0.66,90.1,82.5,7.96
8.25,0,2,1.07,74.4,95.1,8.53
9.09,0,3,0.9,54.3,67.5,2.89
7.96,1,2,0.67,71.8,74.3,9.33
8.81,1,2,1.25,72.3,47.9,6.53
9.91,4,2,1.07,62.6,40.4,14.06
8.73,1,2,0.76,63.7,83.7,10.98
7.8,2,2,0.86,100.0,73.2,10.99
8.75,0,3,1.21,55.5,83.7,10.12
7.67,3,2,0.96,63.6,61.2,8.86
7.53,1,3,0.92,78.4,100.0,7.05
7.08,1,2,1.15,100.0,69.7,9.55
9.38,2,2,0.97,65.5,53.7,9.59
6.52,3,2,1.25,43.0,60.2,7.8
9.34,0,2,0.92,38.0,40.9,6.95
8.1,3,3,0.89,100.0,50.9,7.48
5.82,4,3,1.0,41.4,59.2,6.2
7.94,5,2,1.19,71.1,88.2,12.36
5.0,0,2,1.05,47.3,64.0,5.49
8.25,0,3,1.02,58.2,81.3,4.06
8.56,0,2,0.84,60.3,63.5,6.41
6.79,0,1,0.81,40.7,49.6,14.6
7.65,1,3,1.19,88.3,73.2,6.15
9.84,1,1,1.21,76.5,52.3,16.43
6.89,0,3,1.21,63.6,59.0,3.71
6.23,0,3,1.16,61.4,95.5,4.05
9.28,2,2,1.09,86.3,74.1,11.6
9.86,3,2,1.09,71.3,52.7,9.7
7.5,3,3,1.03,100.0,76.0,10.39
8.71,0,1,1.11,63.3,50.9,13.37
9.11,4,3,0.99,76.4,38.7,10.67
6.61,2,3,1.11,51.5,81.4,4.28
6.92,1,2,1.18,63.5,69.4,8.68
8.98,0,3,0.75,85.6,62.0,7.15
9.52,2,2,1.22,87.7,40.0,8.81
8.18,1,1,0.99,97.6,60.3,15.14
6.44,2,3,1.29,76.7,67.9,4.85
9.88,3,3,1.25,88.5,47.5,6.82
6.86,2,3,0.79,79.4,65.6,6.77
7.1,4,2,1.0,63.8,88.3,12.53
7.91,2,3,0.63,47.3,68.4,5.64
9.36,0,1,0.92,66.5,73.8,14.66
8.52,2,3,1.07,52.8,58.4,4.38
8.0,0,3,1.17,85.8,49.2,2.61
8.06,3,3,1.01,86.7,56.6,9.01
7.55,0,3,1.09,54.8,80.8,4.23
8.17,1,3,0.86,86.7,63.5,4.44
5.0,0,3,1.0,52.3,62.0,2.5
7.14,2,3,0.88,91.7,57.4,7.86
7.79,0,3,1.06,67.6,45.9,5.22
6.12,1,3,1.28,76.9,85.5,7.14
7.96,0,3,0.99,91.7,61.9,5.45
7.25,1,3,0.73,79.0,57.0,6.95
9.61,3,1,1.04,68.0,66.2,17.18
9.39,2,1,1.14,83.1,57.1,15.43
6.94,0,3,0.82,55.5,69.7,2.65
7.32,1,2,1.25,41.1,54.7,7.02
7.41,2,3,0.88,87.2,66.9,9.0
6.96,1,2,0.85,50.3,64.2,8.12
7.73,1,2,0.64,83.8,92.8,10.1
6.59,1,3,1.05,72.1,93.7,7.81
6.14,0,3,1.36,69.8,76.8,8.93
8.25,1,1,1.07,55.8,63.7,14.68
8.26,0,3,0.85,63.2,77.0,5.86
6.53,0,3,1.1,70.2,76.6,6.15
8.57,2,2,1.16,73.0,57.9,10.99
6.74,1,2,1.23,56.5,40.3,4.56
7.8,2,1,0.75,81.2,36.5,15.46
8.48,2,1,1.31,82.1,63.2,18.08
7.46,1,2,1.04,77.3,57.4,11.29
8.05,2,1,1.35,63.4,56.8,15.16
6.88,0,2,1.03,82.9,52.9,7.01
7.26,0,3,1.12,79.3,52.3,5.44
7.25,5,3,0.81,40.7,74.8,6.92
6.6,0,3,1.2,73.2,19.6,5.5
7.29,0,2,0.78,99.0,73.8,9.99
5.64,1,3,1.05,84.6,60.9,5.68
6.91,0,3,0.91,87.3,86.6,8.2
7.16,0,3,0.98,59.5,69.0,2.99
7.19,0,3,1.22,71.9,39.0,2.5
7.21,1,3,0.93,67.3,36.9,5.46
7.43,2,3,1.22,70.0,47.9,7.83
8.08,0,3,0.92,62.3,69.0,5.07
8.55,1,2,1.03,51.5,39.3,6.23
6.72,1,2,1.43,71.0,66.7,7.13
6.06,2,1,1.02,58.3,75.5,12.63
6.25,1,1,0.98,78.8,57.1,15.11
6.92,1,2,1.03,69.5,51.7,9.02
7.08,3,3,0.93,41.1,32.7,6.29
6.58,1,2,0.8,90.7,87.7,9.72
5.94,0,3,1.41,76.5,92.4,4.72
6.95,0,3,0.92,63.1,83.3,4.16
7.72,0,2,0.7,65.0,60.9,8.28
8.21,2,2,0.97,51.6,64.2,7.23
6.83,5,2,1.07,69.1,75.3,11.69
7.0,4,3,0.96,80.2,67.2,7.28
6.39,1,3,0.99,96.2,18.3,4.13
7.46,0,1,0.97,68.7,78.8,12.44
6.48,3,3,1.09,70.7,83.3,8.0
8.19,3,3,1.16,87.9,81.1,7.5
5.36,2,1,0.96,52.6,71.8,12.52
7.07,0,3,1.5,72.2,79.4,7.51
7.86,1,3,1.21,58.7,43.8,6.47
7.72,1,2,1.0,72.0,63.6,9.75
10.0,2,3,0.74,84.1,55.0,10.56
7.92,4,1,1.02,45.2,86.8,14.8
6.3,1,2,1.16,86.7,67.8,8.89
7.39,1,1,1.16,75.4,62.6,14.9
5.37,1,3,0.63,72.1,49.7,7.51
7.4,2,3,1.02,90.2,49.1,6.92
6.5,2,2,0.9,58.1,48.1,8.9
8.6,3,2,1.3,49.9,76.2,12.96
6.84,0,2,1.02,54.6,74.0,7.23
7.36,0,3,0.54,78.0,68.8,4.74
6.74,3,1,1.07,62.6,76.9,15.36
9.59,0,3,0.61,56.9,52.9,2.64
7.11,2,3,1.09,55.3,37.3,4.24
9.7,1,3,1.5,72.6,75.2,6.01
8.48,1,2,1.27,69.6,64.2,10.34
8.08,1,2,1.05,48.7,77.5,5.97
7.94,1,2,0.87,49.2,71.4,8.49
7.97,0,3,1.25,62.1,63.9,6.93
5.19,2,3,1.13,83.8,68.1,7.71
7.17,3,3,0.95,63.6,86.1,7.17
8.51,3,2,0.89,47.9,60.6,10.54
7.44,1,3,0.82,68.7,76.1,6.24
5.81,2,1,1.07,70.6,69.6,14.11
7.44,2,2,0.92,47.7,39.9,6.83
9.54,2,3,1.03,51.7,45.3,6.95
9.0,1,1,1.19,81.2,64.4,13.64
7.43,3,3,0.91,51.5,57.5,5.68
8.64,1,3,1.13,81.8,50.7,7.3
7.06,1,3,1.24,46.8,81.1,4.79
5.46,1,1,1.08,47.4,42.6,9.67
6.39,1,2,1.14,70.3,62.0,6.67
9.38,3,2,1.08,58.7,51.9,10.35
7.17,1,2,1.0,62.0,87.2,9.55
7.21,3,3,1.17,72.3,100.0,10.85
7.14,4,3,1.32,61.5,60.3,9.01
9.78,1,2,1.17,55.8,77.7,10.8
9.45,2,3,0.96,77.4,84.0,5.99
10.0,0,3,0.97,72.7,78.5,8.26
7.31,3,2,0.97,70.6,76.9,9.75
7.85,1,2,1.19,69.7,38.4,5.56
5.68,2,2,0.89,58.0,82.6,9.23
9.27,1,3,0.8,54.8,70.4,6.53
6.1,2,3,1.09,64.8,61.6,7.17
7.76,1,3,1.0,58.2,63.8,4.79
6.18,4,2,1.3,69.8,68.9,10.65
6.79,1,3,0.55,64.1,61.2,2.5
6.5,1,1,1.04,70.3,59.7,16.87
6.77,1,3,0.92,68.6,50.3,3.12
6.85,2,3,1.16,96.5,72.7,7.08
6.84,0,2,0.94,49.2,62.6,4.76
8.5,1,3,0.88,67.2,53.1,6.32
6.17,2,3,1.19,53.4,66.5,4.29
7.76,1,3,1.26,62.8,65.6,7.64
8.96,1,2,0.98,57.7,72.6,9.44
6.88,3,2,0.98,79.6,64.6,8.1
6.64,1,3,1.25,47.9,74.3,6.28
7.22,1,3,1.23,81.7,60.9,7.85
8.92,1,2,1.21,77.9,62.0,8.58
7.73,4,3,0.92,100.0,69.2,8.48
6.86,0,1,0.87,97.0,70.8,15.53
8.08,2,3,1.33,58.0,83.2,8.62
6.18,4,2,1.12,88.6,80.7,10.45
8.32,0,2,0.85,65.1,64.3,9.24
7.99,2,2,0.98,74.6,43.8,8.25
7.13,1,2,1.02,95.8,75.3,11.86
6.49,0,3,0.98,58.6,72.9,2.5
6.44,1,3,0.94,70.8,68.3,4.58
8.14,0,2,1.25,40.8,76.6,6.99
8.97,1,2,1.11,83.3,59.5,8.34
6.74,1,3,1.45,100.0,41.1,6.15
8.05,0,2,1.26,78.6,51.9,7.52
5.0,2,3,1.03,90.5,21.5,4.76
6.8,0,3,1.28,87.1,71.7,5.65
7.46,3,3,1.07,59.4,64.0,5.21
6.41,1,3,1.48,74.9,77.9,6.7
6.38,2,1,0.94,77.4,76.3,15.36
6.7,1,3,1.09,52.5,57.7,3.06
7.85,0,3,0.88,91.7,52.6,7.97
7.28,0,2,0.92,62.4,53.2,7.34
5.0,0,3,0.93,66.7,93.7,5.88
5.0,2,3,1.25,66.0,62.7,4.26
6.77,4,2,1.04,70.6,60.9,7.06
8.05,4,2,0.51,100.0,69.4,15.19
5.0,1,3,1.02,60.9,41.2,3.78
6.9,1,2,0.81,46.8,59.0,7.4
6.87,2,2,0.91,72.5,52.2,9.21
9.17,2,1,1.23,57.1,49.0,15.59
7.04,3,2,0.73,63.9,61.1,7.81
7.96,3,2,0.75,79.3,65.7,9.23
7.67,2,3,0.67,53.7,46.2,3.99
5.0,1,2,0.92,64.5,59.5,7.67
8.42,3,3,0.66,74.4,66.2,6.4
7.76,2,2,0.68,58.3,71.8,6.63
8.11,0,2,0.95,69.4,60.9,6.94
10.0,3,2,1.06,74.4,70.0,11.47
5.0,2,2,0.82,68.3,59.7,7.72
9.57,3,1,1.07,72.4,84.2,17.39
7.16,1,3,1.02,75.4,73.2,7.22
7.84,1,3,1.11,59.9,54.9,7.16
7.45,1,2,0.79,48.0,57.6,7.21
6.99,0,2,1.4,54.5,70.9,9.01
6.82,0,1,0.77,52.0,57.1,13.03
7.9,3,3,0.87,88.5,36.0,6.4
